City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
210,Marsa Matruh,EG,2022-12-15 17:25:42,31.3525,27.2453,67.87,59,2,5.1
211,Mareeba,AU,2022-12-15 17:25:43,-17.0,145.4333,73.44,88,38,2.51
212,Jatiroto,ID,2022-12-15 17:25:43,-7.8833,111.1167,74.28,90,100,1.48
213,Kimberley,ZA,2022-12-15 17:25:43,-28.7323,24.7623,79.59,35,31,8.95
214,Jardim,BR,2022-12-15 17:23:51,-21.4803,-56.1381,101.52,24,2,7.23
215,Codrington,AU,2022-12-15 17:25:44,-38.2667,141.9667,53.37,75,99,13.53
216,Grand Gaube,MU,2022-12-15 17:25:44,-20.0064,57.6608,77.4,76,26,4.0
217,Hovd,MN,2022-12-15 17:25:44,48.0056,91.6419,-3.95,62,2,6.04
218,Melbu,NO,2022-12-15 17:25:45,68.5044,14.8297,28.22,93,100,21.85
219,Hopatcong,US,2022-12-15 17:25:45,40.9329,-74.6593,35.74,80,100,4.61
220,Taree,AU,2022-12-15 17:25:45,-31.9,152.4667,59.05,82,93,3.4
221,Kitgum,UG,2022-12-15 17:25:45,3.2783,32.8867,78.78,46,68,4.83
222,Sorland,NO,2022-12-15 17:25:46,67.667,12.6934,33.66,51,100,22.55
223,Havoysund,NO,2022-12-15 17:25:46,70.9963,24.6622,35.83,79,100,28.7
224,Vucje,RS,2022-12-15 17:25:46,42.8653,21.9114,47.95,93,91,4.65
225,Rocha,UY,2022-12-15 17:25:47,-34.4833,-54.3333,66.27,91,100,11.9
226,Beaverlodge,CA,2022-12-15 17:25:47,55.2166,-119.4361,6.15,89,56,4.54
227,Yemtsa,RU,2022-12-15 17:25:47,63.0734,40.3329,18.21,86,100,13.24
228,Kathmandu,NP,2022-12-15 17:25:45,27.7167,85.3167,52.02,82,75,4.61
229,Pisco,PE,2022-12-15 17:26:48,-13.7,-76.2167,75.25,73,0,9.22
230,Santona,ES,2022-12-15 17:26:48,43.4439,-3.4576,57.6,81,100,8.25
231,Beringovskiy,RU,2022-12-15 17:26:49,63.05,179.3167,16.41,93,100,7.29
232,Elat,IL,2022-12-15 17:26:49,29.5581,34.9482,69.64,46,0,11.5
233,Preeceville,CA,2022-12-15 17:26:49,51.95,-102.6677,11.64,90,91,13.09
234,Emba,KZ,2022-12-15 17:26:50,48.8264,58.1442,12.88,81,7,5.61
235,Centralia,US,2022-12-15 17:24:05,46.7162,-122.9543,33.62,97,18,2.3
236,Sao Mateus,BR,2022-12-15 17:26:50,-18.7161,-39.8589,68.49,94,100,2.53
237,Puerto Parra,CO,2022-12-15 17:26:50,6.6515,-74.0573,89.76,58,71,1.03
238,Tual,ID,2022-12-15 17:26:51,-5.6667,132.75,83.01,76,100,13.38
239,Prince Albert,CA,2022-12-15 17:22:00,53.2001,-105.7677,8.55,78,75,6.91
240,Leningradskiy,RU,2022-12-15 17:26:51,69.3833,178.4167,-26.77,92,43,4.5
241,Tyssedal,NO,2022-12-15 17:26:52,60.1165,6.562,27.88,59,1,3.8
242,Bismarck,US,2022-12-15 17:25:02,46.8083,-100.7837,15.87,87,100,25.32
243,Areia Branca,BR,2022-12-15 17:26:52,-4.9561,-37.1369,95.2,59,98,16.93
244,Majalgaon,IN,2022-12-15 17:26:52,19.15,76.2333,76.75,62,92,4.72
245,Faanui,PF,2022-12-15 17:26:53,-16.4833,-151.75,80.1,77,64,17.56
246,Kapit,MY,2022-12-15 17:26:53,2.0167,112.9333,73.29,99,100,1.88
247,Bom Jesus,BR,2022-12-15 17:26:54,-9.0744,-44.3586,85.37,54,97,1.45
248,Gurupa,BR,2022-12-15 17:26:54,-1.405,-51.64,95.85,35,100,3.22
249,Constitucion,CL,2022-12-15 17:26:54,-35.3333,-72.4167,73.65,51,3,19.64
250,Dalbandin,PK,2022-12-15 17:26:55,28.8947,64.4101,53.35,20,0,5.55
251,Plakhtiyivka,UA,2022-12-15 17:26:55,46.1006,29.7217,41.88,94,84,9.75
252,Gold Coast,AU,2022-12-15 17:26:55,-28.0,153.4333,70.0,92,100,8.05
253,Chuy,UY,2022-12-15 17:26:56,-33.6971,-53.4616,77.45,52,100,13.56
254,Kismayo,SO,2022-12-15 17:26:56,-0.3582,42.5454,79.16,77,4,15.26
255,Portland,US,2022-12-15 17:25:39,45.5234,-122.6762,40.1,89,20,5.01
256,Cancun,MX,2022-12-15 17:22:18,21.1743,-86.8466,86.05,66,40,14.97
257,Nabire,ID,2022-12-15 17:25:11,-3.3667,135.4833,76.03,92,96,2.66
258,Gorontalo,ID,2022-12-15 17:26:56,0.5412,123.0595,74.95,96,100,3.44
259,Bansang,GM,2022-12-15 17:26:57,13.4333,-14.65,96.62,6,6,6.55
260,Akdepe,TM,2022-12-15 17:26:19,42.0551,59.3788,32.09,52,72,9.53
261,Huanren,CN,2022-12-15 17:26:57,41.2647,125.3667,2.86,60,0,1.12
262,San Patricio,US,2022-12-15 17:26:58,28.017,-97.5169,70.07,44,0,6.38
263,Berlevag,NO,2022-12-15 17:26:58,70.8578,29.0864,33.8,93,100,17.27
264,Rafsanjan,IR,2022-12-15 17:26:58,30.4067,55.9939,53.24,35,64,3.47
265,Safaga,EG,2022-12-15 17:26:59,26.7292,33.9365,70.14,62,0,13.11
266,Yatou,CN,2022-12-15 17:26:59,37.15,122.3833,25.97,59,100,15.05
267,Saint-Ambroise,CA,2022-12-15 17:26:59,48.5501,-71.3324,37.58,70,27,7.29
268,Sungairaya,ID,2022-12-15 17:27:00,0.7,108.9,76.87,89,99,4.34
269,Pangoa,PE,2022-12-15 17:27:00,-12.1167,-73.0,77.58,93,99,2.35
270,Brae,GB,2022-12-15 17:27:00,60.3964,-1.353,38.01,64,97,11.5
271,Sibolga,ID,2022-12-15 17:27:01,1.7427,98.7792,75.97,85,84,3.15
272,Craig,US,2022-12-15 17:27:01,40.5153,-107.5464,19.02,85,100,0.0
273,Coquimbo,CL,2022-12-15 17:27:01,-29.9533,-71.3436,67.73,72,20,17.27
274,Lata,PT,2022-12-15 17:28:02,40.1629,-8.3327,54.07,92,47,4.54
275,Ilinskiy,RU,2022-12-15 17:28:02,55.619,38.1182,20.52,93,100,13.42
276,Somanda,TZ,2022-12-15 17:28:02,-3.3667,33.95,71.6,66,37,6.78
277,Harper,LR,2022-12-15 17:28:03,4.375,-7.7169,81.68,71,32,9.37
278,Mbandaka,CD,2022-12-15 17:28:03,0.0487,18.2603,78.51,72,61,1.5
279,Sira,IN,2022-12-15 17:28:04,13.7453,76.9092,66.94,69,21,6.35
280,Kimbe,PG,2022-12-15 17:28:04,-5.5502,150.1429,76.26,91,49,1.41
281,Hajnowka,PL,2022-12-15 17:28:05,52.7433,23.5812,19.17,96,95,5.79
282,Provideniya,RU,2022-12-15 17:28:05,64.3833,-173.3,0.25,86,33,4.36
283,Beroroha,MG,2022-12-15 17:28:06,-21.6667,45.1667,74.84,78,64,6.29
284,Greenville,US,2022-12-15 17:25:30,35.6127,-77.3663,59.02,100,100,6.91
285,Bucyrus,US,2022-12-15 17:28:07,40.8084,-82.9755,48.78,80,69,11.59
286,San Quintin,MX,2022-12-15 17:28:08,30.4833,-115.95,57.74,46,71,0.85
287,Fortuna,US,2022-12-15 17:28:08,40.5982,-124.1573,38.98,94,0,10.36
288,Joue-Les-Tours,FR,2022-12-15 17:28:09,47.3522,0.6691,34.14,75,99,10.36
289,Sol-Iletsk,RU,2022-12-15 17:28:11,51.1631,54.9918,13.01,89,86,3.76
290,Beloha,MG,2022-12-15 17:28:11,-25.1667,45.05,71.62,85,100,7.09
291,Cuite,BR,2022-12-15 17:28:12,-6.4836,-36.1536,89.2,28,98,11.18
292,Chapais,CA,2022-12-15 17:28:14,49.7834,-74.8492,28.18,87,6,11.25
293,Labuhan,ID,2022-12-15 17:28:14,-6.8844,112.2051,76.78,90,98,8.46
294,Mosquera,CO,2022-12-15 17:24:02,4.7059,-74.2302,66.0,54,19,3.96
